Species,sample_name,ParentTagID,ParentSite,FragSite
Porites compressa,RTE1870,W0153,Reef 4,Reef 4
Porites compressa,RTE1888,W0151,Reef 4,Reef 4
Porites compressa,RTE1889,W0151,Reef 4,Reef 4
Porites compressa,RTE1899,W0151,Reef 4,Reef 4
Porites compressa,RTE1909,W0151,Reef 4,Reef 4
Porites compressa,RTE1911,W0151,Reef 4,Reef 4
Porites compressa,RTE1967,W0058,Reef 13,Reef 4
Porites compressa,RTE1972,W0058,Reef 13,Reef 4
Porites compressa,RTE1981,W0058,Reef 13,Reef 4
Porites compressa,RTE1988,W0058,Reef 13,Reef 4
Porites compressa,RTE2006,W0058,Reef 13,Reef 4
Porites compressa,RTE2042,W0059,Reef 13,Reef 4
Porites compressa,RTE2043,W0059,Reef 13,Reef 4
Porites compressa,RTE2063,W0059,Reef 13,Reef 4
Porites compressa,RTE2065,W0059,Reef 13,Reef 4
Porites compressa,RTE2082,W0059,Reef 13,Reef 4
Porites compressa,RTE2126,W0057,Reef 13,Reef 4
Porites compressa,RTE2154,W0057,Reef 13,Reef 4
Porites compressa,RTE2169,W0057,Reef 13,Reef 4
Porites compressa,RTE2177,W0057,Reef 13,Reef 4
Porites compressa,RTE2199,W0057,Reef 13,Reef 4
Porites compressa,RTE2211,W0054,Reef 13,Reef 4
Porites compressa,RTE2224,W0054,Reef 13,Reef 4
Porites compressa,RTE2230,W0054,Reef 13,Reef 4
Porites compressa,RTE2249,W0054,Reef 13,Reef 4
Porites compressa,RTE2258,W0054,Reef 13,Reef 4
Porites compressa,RTE2285,W0049,Reef 13,Reef 4
Porites compressa,RTE2291,W0049,Reef 13,Reef 4
Porites compressa,RTE2302,W0049,Reef 13,Reef 4
Porites compressa,RTE2314,W0049,Reef 13,Reef 4
Porites compressa,RTE2353,W0049,Reef 13,Reef 4
Porites compressa,RTE2374,W0047,Reef 13,Reef 4
Porites compressa,RTE2387,W0047,Reef 13,Reef 4
Porites compressa,RTE2392,W0047,Reef 13,Reef 4
Porites compressa,RTE2397,W0047,Reef 13,Reef 4
Porites compressa,RTE2412,W0047,Reef 13,Reef 4
Porites compressa,RTE2448,W0154,Reef 4,Reef 4
Porites compressa,RTE2486,W0154,Reef 4,Reef 4
Porites compressa,RTE2493,W0154,Reef 4,Reef 4
Porites compressa,RTE2497,W0154,Reef 4,Reef 4
Porites compressa,RTE2501,W0154,Reef 4,Reef 4
Porites compressa,RTE2522,W0158,Reef 4,Reef 4
Porites compressa,RTE2571,W0158,Reef 4,Reef 4
Porites compressa,RTE2582,W0158,Reef 4,Reef 4
Porites compressa,RTE2585,W0158,Reef 4,Reef 4
Porites compressa,RTE2591,W0158,Reef 4,Reef 4
Porites compressa,RTE2619,W0157,Reef 4,Reef 4
Porites compressa,RTE2625,W0157,Reef 4,Reef 4
Porites compressa,RTE2660,W0157,Reef 4,Reef 4
Porites compressa,RTE2669,W0157,Reef 4,Reef 4
Porites compressa,RTE2672,W0157,Reef 4,Reef 4
Porites compressa,RTE2686,W0096,Reef 4,Reef 4
Porites compressa,RTE2706,W0096,Reef 4,Reef 4
Porites compressa,RTE2718,W0096,Reef 4,Reef 4
Porites compressa,RTE2733,W0096,Reef 4,Reef 4
Porites compressa,RTE2735,W0096,Reef 4,Reef 4
Porites compressa,RTE2777,W0050,Reef 13,Reef 4
Porites compressa,RTE2783,W0050,Reef 13,Reef 4
Porites compressa,RTE2819,W0050,Reef 13,Reef 4
Porites compressa,RTE2820,W0050,Reef 13,Reef 4
Porites compressa,RTE2821,W0050,Reef 13,Reef 4
Porites compressa,RTE2929,W0056,Reef 13,Reef 4
Porites compressa,RTE2971,W0056,Reef 13,Reef 4
Porites compressa,RTE2987,W0056,Reef 13,Reef 4
Porites compressa,RTE2995,W0056,Reef 13,Reef 4
Porites compressa,RTE3000,W0056,Reef 13,Reef 4
Montipora capitata,RTE213,W0169,Reef 4,Reef 13
Montipora capitata,RTE233,W0169,Reef 4,Reef 13
Montipora capitata,RTE257,W0169,Reef 4,Reef 13
Montipora capitata,RTE263,W0169,Reef 4,Reef 13
Montipora capitata,RTE273,W0169,Reef 4,Reef 13
Montipora capitata,RTE302,W0125,Reef 4,Reef 13
Montipora capitata,RTE322,W0125,Reef 4,Reef 13
Montipora capitata,RTE324,W0125,Reef 4,Reef 13
Montipora capitata,RTE326,W0125,Reef 4,Reef 13
Montipora capitata,RTE345,W0125,Reef 4,Reef 13
Montipora capitata,RTE369,W0167,Reef 4,Reef 13
Montipora capitata,RTE379,W0167,Reef 4,Reef 13
Montipora capitata,RTE382,W0167,Reef 4,Reef 13
Montipora capitata,RTE386,W0167,Reef 4,Reef 13
Montipora capitata,RTE421,W0167,Reef 4,Reef 13
Montipora capitata,RTE469,W0121,Reef 4,Reef 13
Montipora capitata,RTE483,W0121,Reef 4,Reef 13
Montipora capitata,RTE509,W0121,Reef 4,Reef 13
Montipora capitata,RTE510,W0121,Reef 4,Reef 13
Montipora capitata,RTE520,W0121,Reef 4,Reef 13
Montipora capitata,RTE521,W0052,Reef 13,Reef 13
Montipora capitata,RTE524,W0052,Reef 13,Reef 13
Montipora capitata,RTE525,W0052,Reef 13,Reef 13
Montipora capitata,RTE529,W0052,Reef 13,Reef 13
Montipora capitata,RTE566,W0052,Reef 13,Reef 13
Montipora capitata,RTE623,W0162,Reef 4,Reef 13
Montipora capitata,RTE648,W0162,Reef 4,Reef 13
Montipora capitata,RTE649,W0162,Reef 4,Reef 13
Montipora capitata,RTE662,W0162,Reef 4,Reef 13
Montipora capitata,RTE669,W0162,Reef 4,Reef 13
Montipora capitata,RTE685,W0208,Reef 13,Reef 13
Montipora capitata,RTE690,W0208,Reef 13,Reef 13
Montipora capitata,RTE732,W0208,Reef 13,Reef 13
Montipora capitata,RTE740,W0208,Reef 13,Reef 13
Montipora capitata,RTE743,W0208,Reef 13,Reef 13
Montipora capitata,RTE758,W0208,Reef 13,Reef 13
Montipora capitata,RTE770,W0021,Reef 13,Reef 13
Montipora capitata,RTE806,W0021,Reef 13,Reef 13
Montipora capitata,RTE820,W0021,Reef 13,Reef 13
Montipora capitata,RTE834,W0021,Reef 13,Reef 13
Montipora capitata,RTE835,W0021,Reef 13,Reef 13
Montipora capitata,RTE844,W0143,Reef 13,Reef 13
Montipora capitata,RTE862,W0143,Reef 13,Reef 13
Montipora capitata,RTE888,W0143,Reef 13,Reef 13
Montipora capitata,RTE901,W0143,Reef 13,Reef 13
Montipora capitata,RTE910,W0143,Reef 13,Reef 13
Montipora capitata,RTE960,W0022,Reef 13,Reef 13
Montipora capitata,RTE966,W0022,Reef 13,Reef 13
Montipora capitata,RTE988,W0022,Reef 13,Reef 13
Montipora capitata,RTE996,W0022,Reef 13,Reef 13
Montipora capitata,RTE999,W0022,Reef 13,Reef 13
Montipora capitata,RTE1006,W0166,Reef 4,Reef 13
Montipora capitata,RTE1038,W0166,Reef 4,Reef 13
Montipora capitata,RTE1052,W0166,Reef 4,Reef 13
Montipora capitata,RTE1054,W0166,Reef 4,Reef 13
Montipora capitata,RTE1075,W0166,Reef 4,Reef 13
Montipora capitata,RTE1092,W0144,Reef 13,Reef 13
Montipora capitata,RTE1107,W0144,Reef 13,Reef 13
Montipora capitata,RTE1116,W0144,Reef 13,Reef 13
Montipora capitata,RTE1148,W0144,Reef 13,Reef 13
Montipora capitata,RTE1154,W0144,Reef 13,Reef 13
Montipora capitata,RTE1170,W0023,Reef 13,Reef 13
Montipora capitata,RTE1174,W0023,Reef 13,Reef 13
Montipora capitata,RTE1183,W0023,Reef 13,Reef 13
Montipora capitata,RTE1184,W0023,Reef 13,Reef 13
Montipora capitata,RTE1212,W0023,Reef 13,Reef 13
Montipora capitata,RTE1420,W0051,Reef 13,Reef 13
Montipora capitata,RTE1438,W0051,Reef 13,Reef 13
Montipora capitata,RTE1450,W0051,Reef 13,Reef 13
Montipora capitata,RTE1464,W0051,Reef 13,Reef 13
Montipora capitata,RTE1468,W0051,Reef 13,Reef 13
Montipora capitata,RTE2863,W0055,Reef 13,Reef 13
Montipora capitata,RTE2865,W0055,Reef 13,Reef 13
Montipora capitata,RTE2868,W0055,Reef 13,Reef 13
Montipora capitata,RTE2881,W0055,Reef 13,Reef 13
Montipora capitata,RTE2882,W0055,Reef 13,Reef 13
Montipora capitata,RTE3017,W0163,Reef 4,Reef 13
Montipora capitata,RTE3043,W0163,Reef 4,Reef 13
Montipora capitata,RTE3044,W0163,Reef 4,Reef 13
Montipora capitata,RTE3055,W0163,Reef 4,Reef 13
Montipora capitata,RTE3067,W0163,Reef 4,Reef 13
Montipora capitata,RTE3084,W0024,Reef 13,Reef 13
Montipora capitata,RTE3126,W0024,Reef 13,Reef 13
Montipora capitata,RTE3136,W0024,Reef 13,Reef 13
Montipora capitata,RTE3143,W0024,Reef 13,Reef 13
Montipora capitata,RTE3145,W0024,Reef 13,Reef 13
Montipora capitata,RTE3162,W0072,Reef 4,Reef 13
Montipora capitata,RTE3172,W0072,Reef 4,Reef 13
Montipora capitata,RTE3177,W0072,Reef 4,Reef 13
Montipora capitata,RTE3178,W0072,Reef 4,Reef 13
Montipora capitata,RTE3201,W0072,Reef 4,Reef 13
Montipora capitata,RTE3256,W0170,Reef 4,Reef 13
Montipora capitata,RTE3283,W0170,Reef 4,Reef 13
Montipora capitata,RTE3301,W0170,Reef 4,Reef 13
Montipora capitata,RTE3315,W0170,Reef 4,Reef 13
Montipora capitata,RTE3319,W0170,Reef 4,Reef 13
Montipora capitata,RTE3329,W0071,Reef 4,Reef 13
Montipora capitata,RTE3334,W0071,Reef 4,Reef 13
Montipora capitata,RTE3359,W0071,Reef 4,Reef 13
Montipora capitata,RTE3365,W0071,Reef 4,Reef 13
Montipora capitata,RTE3381,W0071,Reef 4,Reef 13
Montipora capitata,RTE221,W0169,Reef 4,Reef 13
Montipora capitata,RTE224,W0169,Reef 4,Reef 13
Montipora capitata,RTE229,W0169,Reef 4,Reef 13
Montipora capitata,RTE230,W0169,Reef 4,Reef 13
Montipora capitata,RTE279,W0169,Reef 4,Reef 13
Montipora capitata,RTE291,W0125,Reef 4,Reef 13
Montipora capitata,RTE299,W0125,Reef 4,Reef 13
Montipora capitata,RTE336,W0125,Reef 4,Reef 13
Montipora capitata,RTE339,W0125,Reef 4,Reef 13
Montipora capitata,RTE350,W0125,Reef 4,Reef 13
Montipora capitata,RTE385,W0167,Reef 4,Reef 13
Montipora capitata,RTE424,W0167,Reef 4,Reef 13
Montipora capitata,RTE425,W0167,Reef 4,Reef 13
Montipora capitata,RTE431,W0167,Reef 4,Reef 13
Montipora capitata,RTE437,W0167,Reef 4,Reef 13
Montipora capitata,RTE443,W0121,Reef 4,Reef 13
Montipora capitata,RTE459,W0121,Reef 4,Reef 13
Montipora capitata,RTE479,W0121,Reef 4,Reef 13
Montipora capitata,RTE485,W0121,Reef 4,Reef 13
Montipora capitata,RTE499,W0121,Reef 4,Reef 13
Montipora capitata,RTE526,W0052,Reef 13,Reef 13
Montipora capitata,RTE565,W0052,Reef 13,Reef 13
Montipora capitata,RTE585,W0052,Reef 13,Reef 13
Montipora capitata,RTE588,W0052,Reef 13,Reef 13
Montipora capitata,RTE600,W0052,Reef 13,Reef 13
Montipora capitata,RTE606,W0162,Reef 4,Reef 13
Montipora capitata,RTE629,W0162,Reef 4,Reef 13
Montipora capitata,RTE645,W0162,Reef 4,Reef 13
Montipora capitata,RTE663,W0162,Reef 4,Reef 13
Montipora capitata,RTE678,W0162,Reef 4,Reef 13
Montipora capitata,RTE683,W0208,Reef 13,Reef 13
Montipora capitata,RTE700,W0208,Reef 13,Reef 13
Montipora capitata,RTE713,W0208,Reef 13,Reef 13
Montipora capitata,RTE719,W0208,Reef 13,Reef 13
Montipora capitata,RTE734,W0208,Reef 13,Reef 13
Montipora capitata,RTE763,W0021,Reef 13,Reef 13
Montipora capitata,RTE773,W0021,Reef 13,Reef 13
Montipora capitata,RTE801,W0021,Reef 13,Reef 13
Montipora capitata,RTE818,W0021,Reef 13,Reef 13
Montipora capitata,RTE821,W0021,Reef 13,Reef 13
Montipora capitata,RTE859,W0143,Reef 13,Reef 13
Montipora capitata,RTE870,W0143,Reef 13,Reef 13
Montipora capitata,RTE878,W0143,Reef 13,Reef 13
Montipora capitata,RTE890,W0143,Reef 13,Reef 13
Montipora capitata,RTE920,W0143,Reef 13,Reef 13
Montipora capitata,RTE921,W0022,Reef 13,Reef 13
Montipora capitata,RTE923,W0022,Reef 13,Reef 13
Montipora capitata,RTE951,W0022,Reef 13,Reef 13
Montipora capitata,RTE952,W0022,Reef 13,Reef 13
Montipora capitata,RTE976,W0022,Reef 13,Reef 13
Montipora capitata,RTE989,W0022,Reef 13,Reef 13
Montipora capitata,RTE1018,W0166,Reef 4,Reef 13
Montipora capitata,RTE1035,W0166,Reef 4,Reef 13
Montipora capitata,RTE1046,W0166,Reef 4,Reef 13
Montipora capitata,RTE1072,W0166,Reef 4,Reef 13
Montipora capitata,RTE1076,W0166,Reef 4,Reef 13
Montipora capitata,RTE1097,W0144,Reef 13,Reef 13
Montipora capitata,RTE1099,W0144,Reef 13,Reef 13
Montipora capitata,RTE1106,W0144,Reef 13,Reef 13
Montipora capitata,RTE1127,W0144,Reef 13,Reef 13
Montipora capitata,RTE1132,W0144,Reef 13,Reef 13
Montipora capitata,RTE1139,W0144,Reef 13,Reef 13
Montipora capitata,RTE1166,W0023,Reef 13,Reef 13
Montipora capitata,RTE1194,W0023,Reef 13,Reef 13
Montipora capitata,RTE1220,W0023,Reef 13,Reef 13
Montipora capitata,RTE1225,W0023,Reef 13,Reef 13
Montipora capitata,RTE1235,W0023,Reef 13,Reef 13
Montipora capitata,RTE1403,W0051,Reef 13,Reef 13
Montipora capitata,RTE1406,W0051,Reef 13,Reef 13
Montipora capitata,RTE1456,W0051,Reef 13,Reef 13
Montipora capitata,RTE1460,W0051,Reef 13,Reef 13
Montipora capitata,RTE1470,W0051,Reef 13,Reef 13
Montipora capitata,RTE2852,W0055,Reef 13,Reef 13
Montipora capitata,RTE2880,W0055,Reef 13,Reef 13
Montipora capitata,RTE2887,W0055,Reef 13,Reef 13
Montipora capitata,RTE2888,W0055,Reef 13,Reef 13
Montipora capitata,RTE2915,W0055,Reef 13,Reef 13
Montipora capitata,RTE3027,W0163,Reef 4,Reef 13
Montipora capitata,RTE3028,W0163,Reef 4,Reef 13
Montipora capitata,RTE3033,W0163,Reef 4,Reef 13
Montipora capitata,RTE3064,W0163,Reef 4,Reef 13
Montipora capitata,RTE3068,W0163,Reef 4,Reef 13
Montipora capitata,RTE3088,W0024,Reef 13,Reef 13
Montipora capitata,RTE3090,W0024,Reef 13,Reef 13
Montipora capitata,RTE3118,W0024,Reef 13,Reef 13
Montipora capitata,RTE3128,W0024,Reef 13,Reef 13
Montipora capitata,RTE3159,W0024,Reef 13,Reef 13
Montipora capitata,RTE3174,W0072,Reef 4,Reef 13
Montipora capitata,RTE3194,W0072,Reef 4,Reef 13
Montipora capitata,RTE3216,W0072,Reef 4,Reef 13
Montipora capitata,RTE3217,W0072,Reef 4,Reef 13
Montipora capitata,RTE3218,W0072,Reef 4,Reef 13
Montipora capitata,RTE3241,W0170,Reef 4,Reef 13
Montipora capitata,RTE3279,W0170,Reef 4,Reef 13
Montipora capitata,RTE3285,W0170,Reef 4,Reef 13
Montipora capitata,RTE3296,W0170,Reef 4,Reef 13
Montipora capitata,RTE3311,W0170,Reef 4,Reef 13
Montipora capitata,RTE3321,W0071,Reef 4,Reef 13
Montipora capitata,RTE3331,W0071,Reef 4,Reef 13
Montipora capitata,RTE3345,W0071,Reef 4,Reef 13
Montipora capitata,RTE3370,W0071,Reef 4,Reef 13
Montipora capitata,RTE3389,W0071,Reef 4,Reef 13
Montipora capitata,RTEunk,,,Reef 13
Porites compressa,RTE1247,W0065,Reef 4,Reef 13
Porites compressa,RTE1250,W0065,Reef 4,Reef 13
Porites compressa,RTE1270,W0065,Reef 4,Reef 13
Porites compressa,RTE1302,W0065,Reef 4,Reef 13
Porites compressa,RTE1308,W0065,Reef 4,Reef 13
Porites compressa,RTE1332,W0152,Reef 4,Reef 13
Porites compressa,RTE1341,W0152,Reef 4,Reef 13
Porites compressa,RTE1356,W0152,Reef 4,Reef 13
Porites compressa,RTE1377,W0152,Reef 4,Reef 13
Porites compressa,RTE1391,W0152,Reef 4,Reef 13
Porites compressa,RTE1491,W0060,Reef 13,Reef 13
Porites compressa,RTE1535,W0060,Reef 13,Reef 13
Porites compressa,RTE1540,W0060,Reef 13,Reef 13
Porites compressa,RTE1554,W0060,Reef 13,Reef 13
Porites compressa,RTE1558,W0060,Reef 13,Reef 13
Porites compressa,RTE1589,W0048,Reef 13,Reef 13
Porites compressa,RTE1592,W0048,Reef 13,Reef 13
Porites compressa,RTE1626,W0048,Reef 13,Reef 13
Porites compressa,RTE1633,W0048,Reef 13,Reef 13
Porites compressa,RTE1635,W0048,Reef 13,Reef 13
Porites compressa,RTE1661,W0156,Reef 4,Reef 13
Porites compressa,RTE1668,W0156,Reef 4,Reef 13
Porites compressa,RTE1682,W0156,Reef 4,Reef 13
Porites compressa,RTE1695,W0156,Reef 4,Reef 13
Porites compressa,RTE1696,W0156,Reef 4,Reef 13
Porites compressa,RTE1736,W0098,Reef 4,Reef 13
Porites compressa,RTE1758,W0098,Reef 4,Reef 13
Porites compressa,RTE1766,W0098,Reef 4,Reef 13
Porites compressa,RTE1772,W0098,Reef 4,Reef 13
Porites compressa,RTE1789,W0098,Reef 4,Reef 13
Porites compressa,RTE1802,W0153,Reef 4,Reef 13
Porites compressa,RTE1808,W0153,Reef 4,Reef 13
Porites compressa,RTE1821,W0153,Reef 4,Reef 13
Porites compressa,RTE1843,W0153,Reef 4,Reef 13
Porites compressa,RTE1849,W0153,Reef 4,Reef 13
Porites compressa,RTE1904,W0151,Reef 4,Reef 13
Porites compressa,RTE1907,W0151,Reef 4,Reef 13
Porites compressa,RTE1927,W0151,Reef 4,Reef 13
Porites compressa,RTE1931,W0151,Reef 4,Reef 13
Porites compressa,RTE1936,W0151,Reef 4,Reef 13
Porites compressa,RTE2000,W0058,Reef 13,Reef 13
Porites compressa,RTE2014,W0058,Reef 13,Reef 13
Porites compressa,RTE2016,W0058,Reef 13,Reef 13
Porites compressa,RTE2021,W0058,Reef 13,Reef 13
Porites compressa,RTE2034,W0058,Reef 13,Reef 13
Porites compressa,RTE2041,W0059,Reef 13,Reef 13
Porites compressa,RTE2085,W0059,Reef 13,Reef 13
Porites compressa,RTE2087,W0059,Reef 13,Reef 13
Porites compressa,RTE2089,W0059,Reef 13,Reef 13
Porites compressa,RTE2118,W0059,Reef 13,Reef 13
Porites compressa,RTE2131,W0057,Reef 13,Reef 13
Porites compressa,RTE2132,W0057,Reef 13,Reef 13
Porites compressa,RTE2157,W0057,Reef 13,Reef 13
Porites compressa,RTE2158,W0057,Reef 13,Reef 13
Porites compressa,RTE2192,W0057,Reef 13,Reef 13
Porites compressa,RTE2219,W0054,Reef 13,Reef 13
Porites compressa,RTE2227,W0054,Reef 13,Reef 13
Porites compressa,RTE2243,W0054,Reef 13,Reef 13
Porites compressa,RTE2253,W0054,Reef 13,Reef 13
Porites compressa,RTE2274,W0054,Reef 13,Reef 13
Porites compressa,RTE2297,W0049,Reef 13,Reef 13
Porites compressa,RTE2309,W0049,Reef 13,Reef 13
Porites compressa,RTE2319,W0049,Reef 13,Reef 13
Porites compressa,RTE2323,W0049,Reef 13,Reef 13
Porites compressa,RTE2349,W0049,Reef 13,Reef 13
Porites compressa,RTE2376,W0047,Reef 13,Reef 13
Porites compressa,RTE2408,W0047,Reef 13,Reef 13
Porites compressa,RTE2423,W0047,Reef 13,Reef 13
Porites compressa,RTE2424,W0047,Reef 13,Reef 13
Porites compressa,RTE2426,W0047,Reef 13,Reef 13
Porites compressa,RTE2462,W0154,Reef 4,Reef 13
Porites compressa,RTE2473,W0154,Reef 4,Reef 13
Porites compressa,RTE2476,W0154,Reef 4,Reef 13
Porites compressa,RTE2478,W0154,Reef 4,Reef 13
Porites compressa,RTE2495,W0154,Reef 4,Reef 13
Porites compressa,RTE2545,W0158,Reef 4,Reef 13
Porites compressa,RTE2556,W0158,Reef 4,Reef 13
Porites compressa,RTE2574,W0158,Reef 4,Reef 13
Porites compressa,RTE2583,W0158,Reef 4,Reef 13
Porites compressa,RTE2588,W0158,Reef 4,Reef 13
Porites compressa,RTE2628,W0157,Reef 4,Reef 13
Porites compressa,RTE2634,W0157,Reef 4,Reef 13
Porites compressa,RTE2662,W0157,Reef 4,Reef 13
Porites compressa,RTE2671,W0157,Reef 4,Reef 13
Porites compressa,RTE2677,W0157,Reef 4,Reef 13
Porites compressa,RTE2684,W0096,Reef 4,Reef 13
Porites compressa,RTE2687,W0096,Reef 4,Reef 13
Porites compressa,RTE2717,W0096,Reef 4,Reef 13
Porites compressa,RTE2748,W0096,Reef 4,Reef 13
Porites compressa,RTE2755,W0096,Reef 4,Reef 13
Porites compressa,RTE2762,W0050,Reef 13,Reef 13
Porites compressa,RTE2766,W0050,Reef 13,Reef 13
Porites compressa,RTE2780,W0050,Reef 13,Reef 13
Porites compressa,RTE2829,W0050,Reef 13,Reef 13
Porites compressa,RTE2838,W0050,Reef 13,Reef 13
Porites compressa,RTE2940,W0056,Reef 13,Reef 13
Porites compressa,RTE2943,W0056,Reef 13,Reef 13
Porites compressa,RTE2977,W0056,Reef 13,Reef 13
Porites compressa,RTE2984,W0056,Reef 13,Reef 13
Porites compressa,RTE2998,W0056,Reef 13,Reef 13
Porites compressa,RTE1289,W0065,Reef 4,Reef 13
Porites compressa,RTE1301,W0065,Reef 4,Reef 13
Porites compressa,RTE1309,W0065,Reef 4,Reef 13
Porites compressa,RTE1311,W0065,Reef 4,Reef 13
Porites compressa,RTE1318,W0065,Reef 4,Reef 13
Porites compressa,RTE1325,W0152,Reef 4,Reef 13
Porites compressa,RTE1353,W0152,Reef 4,Reef 13
Porites compressa,RTE1357,W0152,Reef 4,Reef 13
Porites compressa,RTE1358,W0152,Reef 4,Reef 13
Porites compressa,RTE1376,W0152,Reef 4,Reef 13
Porites compressa,RTE1486,W0060,Reef 13,Reef 13
Porites compressa,RTE1504,W0060,Reef 13,Reef 13
Porites compressa,RTE1523,W0060,Reef 13,Reef 13
Porites compressa,RTE1530,W0060,Reef 13,Reef 13
Porites compressa,RTE1531,W0060,Reef 13,Reef 13
Porites compressa,RTE1571,W0048,Reef 13,Reef 13
Porites compressa,RTE1595,W0048,Reef 13,Reef 13
Porites compressa,RTE1613,W0048,Reef 13,Reef 13
Porites compressa,RTE1621,W0048,Reef 13,Reef 13
Porites compressa,RTE1636,W0048,Reef 13,Reef 13
Porites compressa,RTE1657,W0156,Reef 4,Reef 13
Porites compressa,RTE1670,W0156,Reef 4,Reef 13
Porites compressa,RTE1676,W0156,Reef 4,Reef 13
Porites compressa,RTE1711,W0156,Reef 4,Reef 13
Porites compressa,RTE1718,W0156,Reef 4,Reef 13
Porites compressa,RTE1739,W0098,Reef 4,Reef 13
Porites compressa,RTE1742,W0098,Reef 4,Reef 13
Porites compressa,RTE1744,W0098,Reef 4,Reef 13
Porites compressa,RTE1745,W0098,Reef 4,Reef 13
Porites compressa,RTE1798,W0098,Reef 4,Reef 13
Porites compressa,RTE1827,W0153,Reef 4,Reef 13
Porites compressa,RTE1839,W0153,Reef 4,Reef 13
Porites compressa,RTE1844,W0153,Reef 4,Reef 13
Porites compressa,RTE1866,W0153,Reef 4,Reef 13
Porites compressa,RTE1880,W0153,Reef 4,Reef 13
Porites compressa,RTE1908,W0151,Reef 4,Reef 13
Porites compressa,RTE1914,W0151,Reef 4,Reef 13
Porites compressa,RTE1915,W0151,Reef 4,Reef 13
Porites compressa,RTE1952,W0151,Reef 4,Reef 13
Porites compressa,RTE1955,W0151,Reef 4,Reef 13
Porites compressa,RTE1962,W0058,Reef 13,Reef 13
Porites compressa,RTE1968,W0058,Reef 13,Reef 13
Porites compressa,RTE1996,W0058,Reef 13,Reef 13
Porites compressa,RTE2001,W0058,Reef 13,Reef 13
Porites compressa,RTE2027,W0058,Reef 13,Reef 13
Porites compressa,RTE2058,W0059,Reef 13,Reef 13
Porites compressa,RTE2079,W0059,Reef 13,Reef 13
Porites compressa,RTE2103,W0059,Reef 13,Reef 13
Porites compressa,RTE2113,W0059,Reef 13,Reef 13
Porites compressa,RTE2116,W0059,Reef 13,Reef 13
Porites compressa,RTE2151,W0057,Reef 13,Reef 13
Porites compressa,RTE2155,W0057,Reef 13,Reef 13
Porites compressa,RTE2163,W0057,Reef 13,Reef 13
Porites compressa,RTE2171,W0057,Reef 13,Reef 13
Porites compressa,RTE2179,W0057,Reef 13,Reef 13
Porites compressa,RTE2213,W0054,Reef 13,Reef 13
Porites compressa,RTE2232,W0054,Reef 13,Reef 13
Porites compressa,RTE2246,W0054,Reef 13,Reef 13
Porites compressa,RTE2273,W0054,Reef 13,Reef 13
Porites compressa,RTE2279,W0054,Reef 13,Reef 13
Porites compressa,RTE2284,W0049,Reef 13,Reef 13
Porites compressa,RTE2288,W0049,Reef 13,Reef 13
Porites compressa,RTE2289,W0049,Reef 13,Reef 13
Porites compressa,RTE2326,W0049,Reef 13,Reef 13
Porites compressa,RTE2355,W0049,Reef 13,Reef 13
Porites compressa,RTE2380,W0047,Reef 13,Reef 13
Porites compressa,RTE2388,W0047,Reef 13,Reef 13
Porites compressa,RTE2401,W0047,Reef 13,Reef 13
Porites compressa,RTE2403,W0047,Reef 13,Reef 13
Porites compressa,RTE2418,W0047,Reef 13,Reef 13
Porites compressa,RTE2443,W0154,Reef 4,Reef 13
Porites compressa,RTE2445,W0154,Reef 4,Reef 13
Porites compressa,RTE2449,W0154,Reef 4,Reef 13
Porites compressa,RTE2490,W0154,Reef 4,Reef 13
Porites compressa,RTE2512,W0154,Reef 4,Reef 13
Porites compressa,RTE2524,W0158,Reef 4,Reef 13
Porites compressa,RTE2527,W0158,Reef 4,Reef 13
Porites compressa,RTE2543,W0158,Reef 4,Reef 13
Porites compressa,RTE2557,W0158,Reef 4,Reef 13
Porites compressa,RTE2590,W0158,Reef 4,Reef 13
Porites compressa,RTE2601,W0157,Reef 4,Reef 13
Porites compressa,RTE2626,W0157,Reef 4,Reef 13
Porites compressa,RTE2636,W0157,Reef 4,Reef 13
Porites compressa,RTE2648,W0157,Reef 4,Reef 13
Porites compressa,RTE2668,W0157,Reef 4,Reef 13
Porites compressa,RTE2709,W0096,Reef 4,Reef 13
Porites compressa,RTE2713,W0096,Reef 4,Reef 13
Porites compressa,RTE2727,W0096,Reef 4,Reef 13
Porites compressa,RTE2741,W0096,Reef 4,Reef 13
Porites compressa,RTE2757,W0096,Reef 4,Reef 13
Porites compressa,RTE2765,W0050,Reef 13,Reef 13
Porites compressa,RTE2779,W0050,Reef 13,Reef 13
Porites compressa,RTE2785,W0050,Reef 13,Reef 13
Porites compressa,RTE2825,W0050,Reef 13,Reef 13
Porites compressa,RTE2834,W0050,Reef 13,Reef 13
Porites compressa,RTE2922,W0056,Reef 13,Reef 13
Porites compressa,RTE2937,W0056,Reef 13,Reef 13
Porites compressa,RTE2939,W0056,Reef 13,Reef 13
Porites compressa,RTE2951,W0056,Reef 13,Reef 13
Porites compressa,RTE2965,W0056,Reef 13,Reef 13
Montipora capitata,RTE246,W0169,Reef 4,Reef 4
Montipora capitata,RTE266,W0169,Reef 4,Reef 4
Montipora capitata,RTE317,W0125,Reef 4,Reef 4
Montipora capitata,RTE319,W0125,Reef 4,Reef 4
Montipora capitata,RTE372,W0167,Reef 4,Reef 4
Montipora capitata,RTE384,W0167,Reef 4,Reef 4
Montipora capitata,RTE464,W0121,Reef 4,Reef 4
Montipora capitata,RTE498,W0121,Reef 4,Reef 4
